Quarter,Quarter_Rate,Inflation,Dividend,Bond-Total,Bond-Income
1992-1,0.07209659989339234,2.866666666666667,0.007049126,-0.036565169,0.018846584
1992-2,-0.0312275283380639,3.1,0.007907315,0.046408785,0.019404804
1992-3,0.021398692975264855,3.1,0.007673687,0.066144419,0.018298623
1992-4,0.008259067094027076,3.033333333333333,0.007318644,0.005311336,0.01819435
1993-1,0.04585744540114424,3.1999999999999997,0.006876455,0.06668167,0.017778994
1993-2,0.03426887487442638,3.1333333333333333,0.007469212,0.057280586,0.017250008
1993-3,-0.00284254677769472,2.766666666666667,0.007149855,0.063916226,0.016096812
1993-4,0.02730392870160554,2.733333333333333,0.006685521,-0.014552493,0.015776646
1994-1,0.009018391591046986,2.5,0.00656261,-0.059075562,0.016240919
1994-2,-0.05697831917017156,2.4,0.007602794,-0.032964162,0.018244857
1994-3,0.016586162755359263,2.9,0.007230604,-0.006529632,0.018818732
1994-4,0.03482738144824029,2.6666666666666665,0.007225058,0.020277191,0.019754863
1995-1,-0.005695856842457015,2.8666666666666667,0.006745724,0.066398143,0.019400669
1995-2,0.09309320667296105,3.1,0.007106298,0.112537537,0.01781991
1995-3,0.09014649835955478,2.6333333333333333,0.006339125,0.02404249,0.016630081
1995-4,0.06329843745589764,2.6333333333333333,0.006084246,0.083750601,0.015764556
1996-1,0.0670597739982583,2.733333333333333,0.005474941,-0.069236177,0.015443834
1996-2,0.053163212730726724,2.8666666666666667,0.005816477,-0.002028083,0.017189278
1996-3,0.033882528070962974,2.966666666666667,0.005972111,0.016428967,0.018030116
1996-4,0.019530112019396008,3.1999999999999997,0.005360399,0.049304107,0.016719003
1997-1,0.06955649777539846,2.9333333333333336,0.004601098,-0.032435735,0.016692894
1997-2,0.030705152688508288,2.3333333333333335,0.004957044,0.055631682,0.017677243
1997-3,0.17296352497866374,2.2,0.004488087,0.061321212,0.016583181
1997-4,0.07225339408421444,1.866666666666667,0.004234163,0.068741154,0.015588425
1998-1,0.020546158648736376,1.4666666666666668,0.003853994,0.015208821,0.014548009
1998-2,0.13651752685671506,1.5999999999999999,0.003808011,0.044185471,0.014943788
1998-3,0.03646621241654931,1.5999999999999999,0.003856322,0.083433203,0.014171658
1998-4,-0.1411942220451814,1.5333333333333332,0.003783815,-0.015570358,0.013186609
1999-1,0.24504502007114157,1.6666666666666667,0.003228214,-0.041246936,0.013591254
1999-2,0.053432128020261226,2.1333333333333333,0.003200826,-0.024055253,0.014996588
1999-3,0.06743344171069791,2.3333333333333335,0.003269396,-0.004589189,0.015869792
1999-4,-0.07107367709424278,2.6333333333333333,0.003062552,-0.02258267,0.016201322
2000-1,0.1344001872719764,3.233333333333333,0.00295142,0.088277339,0.016303634
2000-2,0.0348744526749993,3.3333333333333335,0.00282991,0.011102266,0.015615564
2000-3,-0.024190343997109162,3.533333333333333,0.002814866,0.025357015,0.014954941
2000-4,-0.022666996276603874,3.4,0.002794028,0.076691664,0.014643754
2001-1,-0.10650102213266545,3.3666666666666667,0.002808603,0.012093315,0.013703279
2001-2,-0.10707023644505595,3.366666666666667,0.003173509,-0.019397195,0.01451625
2001-3,0.07928471464744682,2.6666666666666665,0.003409865,0.067452897,0.013958776
2001-4,-0.160238313093895,1.8666666666666665,0.003691052,-0.021191975,0.013560294
2002-1,0.11180972476792478,1.2333333333333334,0.003335596,-0.019260559,0.013423226
2002-2,-0.007040976706240379,1.3,0.003734024,0.062047609,0.014793895
2002-3,-0.1551537744760263,1.5999999999999999,0.004073618,0.122985972,0.013773446
2002-4,-0.12464775535680912,2.1999999999999997,0.004962974,0.007435406,0.012496612
2003-1,0.07208319053693389,2.8666666666666667,0.004576489,0.008152719,0.011938271
2003-2,-0.05560877770696412,2.1333333333333333,0.004555843,0.053503873,0.011541186
2003-3,0.14425499682339618,2.2,0.004367819,-0.033123518,0.012620966
2003-4,0.036546098126104154,1.8999999999999997,0.004965394,-0.012104249,0.012660088
2004-1,0.08864490224376227,1.7666666666666666,0.00404705,0.056852894,0.01234881
2004-2,0.02137166560874156,2.9,0.00419317,-0.052190535,0.012665551
2004-3,-0.00285301890501046,2.733333333333333,0.004424731,0.065778184,0.012816802
2004-4,0.002267665887133991,3.3333333333333335,0.004707175,0.016404069,0.012201338
2005-1,0.062377336327607155,3.033333333333333,0.004472271,0.009592212,0.011652461
2005-2,-0.0242578806530307,2.9333333333333336,0.004580645,0.08589742,0.011563038
2005-3,0.01834728426035907,3.8333333333333335,0.00447167,-0.030351287,0.010972773
2005-4,0.027008482090480266,3.733333333333333,0.005012643,0.014189917,0.01169933
2006-1,0.03431980054782874,3.6666666666666665,0.004665225,-0.042768582,0.011453806
2006-2,0.02286413039818126,4.0,0.004647119,-0.014781037,0.013119349
2006-3,-0.01357680738473578,3.3333333333333335,0.004817984,0.068304188,0.012703412
2006-4,0.039939389639827766,1.9333333333333333,0.005045066,0.004354389,0.011747837
2007-1,0.0640567502459387,2.433333333333333,0.004560063,0.008073004,0.012075289
2007-2,0.005612080600876173,2.6666666666666665,0.004563707,-0.02062986,0.012414416
2007-3,0.06660348996573583,2.4,0.004716761,0.050039501,0.012429247
2007-4,0.01817127763409051,3.9666666666666663,0.005018241,0.059946508,0.011981327
2008-1,-0.06456200380136211,4.1000000000000005,0.005104664,0.034035817,0.011122087
2008-2,-0.05319382697877333,4.366666666666666,0.005104147,-0.023737697,0.011319689
2008-3,-0.06223271116836674,5.3,0.005421086,0.03316997,0.011403753
2008-4,-0.09638805230827373,1.6333333333333335,0.007402842,0.206863702,0.010644708
2009-1,-0.19745754675124724,-0.06666666666666667,0.007040265,-0.060832368,0.008936398
2009-2,-0.12955566890385822,-1.1333333333333333,0.006428348,-0.080530006,0.010001167
2009-3,0.13839571637179912,-1.6333333333333335,0.005647776,0.043026064,0.01060696
2009-4,0.1153649903333847,1.4333333333333336,0.005368623,-0.055206451,0.010192721
2010-1,0.10015052395350649,2.3333333333333335,0.005021843,0.011196423,0.010909722
2010-2,0.03981499019442428,1.7666666666666668,0.004695528,0.12333273,0.010826794
2010-3,-0.12794328460433355,1.1333333333333333,0.005291544,0.056375419,0.009009226
2010-4,0.11570319912217071,1.2666666666666666,0.005156243,-0.082095956,0.009039214
2011-1,0.10960183378100825,2.1333333333333333,0.004809986,-0.009114025,0.010356313
2011-2,0.04759923521658514,3.466666666666667,0.00489548,0.037148026,0.010309883
2011-3,0.005448780465012561,3.766666666666667,0.005079195,0.211756766,0.009183179
2011-4,-0.1794770768841478,3.3000000000000003,0.006123866,0.020628786,0.006811501
2012-1,0.16177695412671245,2.8333333333333335,0.005476726,-0.047073918,0.006431321
2012-2,0.1111772148172052,1.9000000000000001,0.005426222,0.092804856,0.006552008
2012-3,-0.037722705366537816,1.7,0.005662449,0.002806001,0.005540669
2012-4,0.0578391808949874,1.9000000000000001,0.006342904,-0.00753069,0.005959087
2013-1,0.012412722713314384,1.7,0.005407227,-0.022257686,0.0066531
2013-2,0.06820885723837232,1.4333333333333333,0.005388292,-0.055198458,0.00723967
2013-3,0.033792682939217555,1.5666666666666667,0.005378183,-0.019084686,0.008730473
2013-4,0.049561624435590326,1.2333333333333334,0.005567883,-0.031550919,0.00873788
2014-1,0.08081414776917405,1.4000000000000001,0.00511691,0.069243324,0.008647123
2014-2,0.02922523151634041,2.0666666666666664,0.00524293,0.043818231,0.008111215
2014-3,0.04656536438135513,1.8,0.005137456,0.025010926,0.007599338
2014-4,-0.013763562346010194,1.2666666666666666,0.005261775,0.090073299,0.00702476
2015-1,0.057569734772306466,-0.06666666666666667,0.005191738,0.028715226,0.00561448
2015-2,0.0007239288065897805,-0.03333333333333333,0.00510133,-0.069168568,0.006196912
2015-3,0.008608082271181499,0.13333333333333333,0.005167009,0.052161485,0.006783861
2015-4,-0.07393785626514258,0.4666666666666666,0.005607939,-0.013941248,0.00645453
2016-1,0.04617900342596634,1.0999999999999999,0.005745468,0.078036407,0.005924344
2016-2,0.029870914161462436,1.0333333333333334,0.005503429,0.062105086,0.00549191
2016-3,0.014555293590528364,1.1333333333333335,0.005311016,-0.018465183,0.004496719
2016-4,0.02769918512209005,1.8,0.005622433,-0.094582672,0.00560005
2017-1,0.04471133126795089,2.533333333333333,0.0051529,0.014023055,0.006834888
2017-2,0.04473764910134783,1.8999999999999997,0.005110794,0.02953551,0.006638607
2017-3,0.02974763835633679,1.9333333333333333,0.005061597,0.005054003,0.006297444
2017-4,0.04121436594307597,2.1,0.005029075,0.012496099,0.006408531
2018-1,0.06590827389867786,2.233333333333334,0.004645414,-0.028640685,0.006947112
2018-2,-0.0422619447605596,2.733333333333333,0.004909076,-0.000897451,0.007290829
2018-3,0.05609481645104006,2.6333333333333333,0.004921291,-0.050050202,0.007271523
2018-4,0.07257102140965872,2.1999999999999997,0.005066766,0.07855687,0.008535249
2019-1,-0.14174979950532263,1.6666666666666667,0.005346229,0.043435034,0.007016127
2019-2,0.14229308332594923,1.8,0.004959492,0.050482855,0.006452747
2019-3,0.03387990984340102,1.7333333333333334,0.005033754,0.061533826,0.0055083
2019-4,-0.008123278275485146,2.066666666666667,0.005078703,-0.036076166,0.005019862
2020-1,0.10801805889167587,2.1,0.004641183,0.196010302,0.00475752
2020-2,-0.24167781636812644,0.3333333333333333,0.005205517,0.000677246,0.002796002
2020-3,0.261226515855849,1.2333333333333332,0.004335745,0.000756365,0.002773051
2020-4,0.08502947252836283,1.2666666666666666,0.004322425,-0.026058542,0.003167931
2021-1,0.0946077404448966,1.8999999999999997,0.003886071,-0.116113611,0.004162712
2021-2,0.08626058213222947,4.866666666666666,0.003577678,0.05302981,0.005347699
2021-3,0.07464664665053748,5.366666666666667,0.003484991,0.001234447,0.004509658
2021-4,0.008588104964295632,6.666666666666667,0.003529084,0.01497955,0.004744678
2022-1,0.10087582753217506,7.966666666666666,0.003617553,-0.089716013,0.00534286
2022-2,-0.05226666449497142,8.666666666666666,0.003916737,-0.103663336,0.007726667
2022-3,-0.1585024190860481,8.333333333333334,0.004049371,-0.091893239,0.008586348
2022-4,-0.03840195316070049,7.1000000000000005,0.004595032,-0.002332312,0.010484101
2023-1,0.0396119985008146,5.8,0.004461996,0.055544748,0.010074683
